ID_Produto,Nome_Produto,Valor,Moeda
PRD001799,Previdencia 1799,"R$ 4,799.77",BRL
PRD001800,Titulo de Capitalizacao 1800,"$ 2,939.78",USD
PRD001801,Conta Digital 1801,"R$ 1,217.86",BRL
PRD001802,Cartao de Credito 1802,"R$ 13,736.36",BRL
PRD001803,Emprestimo Pessoal 1803,"R$ 10,078.23",BRL
PRD001804,Financiamento 1804,"$ 1,473.95",USD
PRD001805,Seguro 1805,"R$ 17,222.97",BRL
PRD001806,CDB 1806,"R$ 8,517.45",BRL
PRD001807,Fundo de Investimento 1807,R$ 312.32,BRL
PRD001808,Cambio 1808,"$ 6,395.74",USD
PRD001809,Previdencia 1809,"R$ 17,598.84",BRL
PRD001810,Titulo de Capitalizacao 1810,"R$ 19,544.04",BRL
PRD001811,Conta Digital 1811,R$ 51.35,BRL
PRD001812,Cartao de Credito 1812,"$ 3,653.59",USD
PRD001813,Emprestimo Pessoal 1813,"R$ 5,079.27",BRL
PRD001814,Financiamento 1814,"R$ 8,343.05",BRL
PRD001815,Seguro 1815,"R$ 10,668.03",BRL
PRD001816,CDB 1816,"$ 5,605.37",USD
PRD001817,Fundo de Investimento 1817,"R$ 15,718.24",BRL
PRD001818,Cambio 1818,"R$ 20,258.26",BRL
PRD001819,Previdencia 1819,R$ 255.31,BRL
PRD001820,Titulo de Capitalizacao 1820,"$ 5,782.03",USD
PRD001821,Conta Digital 1821,"R$ 11,115.98",BRL
PRD001822,Cartao de Credito 1822,"R$ 10,570.12",BRL
PRD001823,Emprestimo Pessoal 1823,"R$ 16,016.92",BRL
PRD001824,Financiamento 1824,"$ 4,869.21",USD
PRD001825,Seguro 1825,"R$ 23,142.38",BRL
PRD001826,CDB 1826,"R$ 21,832.26",BRL
PRD001827,Fundo de Investimento 1827,"R$ 15,165.36",BRL
PRD001828,Cambio 1828,"$ 5,287.03",USD
PRD001829,Previdencia 1829,"R$ 16,028.60",BRL
PRD001830,Titulo de Capitalizacao 1830,"R$ 18,916.33",BRL
PRD001831,Conta Digital 1831,"R$ 15,438.81",BRL
PRD001832,Cartao de Credito 1832,"$ 3,878.48",USD
PRD001833,Emprestimo Pessoal 1833,"R$ 14,498.78",BRL
PRD001834,Financiamento 1834,"R$ 10,149.91",BRL
PRD001835,Seguro 1835,"R$ 19,535.76",BRL
PRD001836,CDB 1836,"$ 3,211.17",USD
PRD001837,Fundo de Investimento 1837,R$ 282.91,BRL
PRD001838,Cambio 1838,"R$ 24,959.87",BRL
PRD001839,Previdencia 1839,"R$ 18,881.33",BRL
PRD001840,Titulo de Capitalizacao 1840,"$ 1,110.16",USD
PRD001841,Conta Digital 1841,"R$ 21,139.14",BRL
PRD001842,Cartao de Credito 1842,"R$ 19,530.52",BRL
PRD001843,Emprestimo Pessoal 1843,"R$ 4,213.79",BRL
PRD001844,Financiamento 1844,"$ 1,961.01",USD
PRD001845,Seguro 1845,"R$ 13,208.93",BRL
PRD001846,CDB 1846,"R$ 5,049.31",BRL
PRD001847,Fundo de Investimento 1847,"R$ 20,361.68",BRL
PRD001848,Cambio 1848,$ 577.57,USD
PRD001849,Previdencia 1849,"R$ 17,760.24",BRL
PRD001850,Titulo de Capitalizacao 1850,"R$ 6,094.10",BRL
PRD001851,Conta Digital 1851,"R$ 8,476.46",BRL
PRD001852,Cartao de Credito 1852,"$ 7,290.45",USD
PRD001853,Emprestimo Pessoal 1853,"R$ 12,067.90",BRL
PRD001854,Financiamento 1854,"R$ 16,194.77",BRL
PRD001855,Seguro 1855,"R$ 3,550.42",BRL
PRD001856,CDB 1856,"$ 3,669.33",USD
PRD001857,Fundo de Investimento 1857,"R$ 2,136.80",BRL
PRD001858,Cambio 1858,"R$ 19,273.85",BRL
PRD001859,Previdencia 1859,"R$ 23,517.45",BRL
PRD001860,Titulo de Capitalizacao 1860,"$ 7,487.61",USD
PRD001861,Conta Digital 1861,"R$ 7,637.25",BRL
PRD001862,Cartao de Credito 1862,"R$ 5,540.99",BRL
PRD001863,Emprestimo Pessoal 1863,"R$ 11,798.05",BRL
PRD001864,Financiamento 1864,"$ 1,372.44",USD
PRD001865,Seguro 1865,"R$ 11,298.53",BRL
PRD001866,CDB 1866,"R$ 19,589.32",BRL
PRD001867,Fundo de Investimento 1867,"R$ 22,176.95",BRL
PRD001868,Cambio 1868,"$ 3,892.11",USD
PRD001869,Previdencia 1869,"R$ 15,691.31",BRL
PRD001870,Titulo de Capitalizacao 1870,"R$ 2,453.48",BRL
PRD001871,Conta Digital 1871,"R$ 18,194.05",BRL
PRD001872,Cartao de Credito 1872,"$ 2,382.81",USD
PRD001873,Emprestimo Pessoal 1873,"R$ 12,351.62",BRL
PRD001874,Financiamento 1874,"R$ 6,824.07",BRL
PRD001875,Seguro 1875,"R$ 17,024.51",BRL
PRD001876,CDB 1876,"$ 5,507.17",USD
PRD001877,Fundo de Investimento 1877,"R$ 23,236.29",BRL
PRD001878,Cambio 1878,"R$ 10,711.22",BRL
PRD001879,Previdencia 1879,"R$ 16,117.71",BRL
PRD001880,Titulo de Capitalizacao 1880,$ 125.18,USD
PRD001881,Conta Digital 1881,"R$ 5,099.55",BRL
PRD001882,Cartao de Credito 1882,"R$ 21,827.88",BRL
PRD001883,Emprestimo Pessoal 1883,"R$ 12,333.96",BRL
PRD001884,Financiamento 1884,"$ 3,421.34",USD
PRD001885,Seguro 1885,"R$ 9,630.89",BRL
PRD001886,CDB 1886,R$ 50.47,BRL
PRD001887,Fundo de Investimento 1887,"R$ 1,683.75",BRL
PRD001888,Cambio 1888,"$ 7,242.88",USD
PRD001889,Previdencia 1889,"R$ 23,995.86",BRL
PRD001890,Titulo de Capitalizacao 1890,"R$ 14,769.32",BRL
PRD001891,Conta Digital 1891,"R$ 18,594.11",BRL
PRD001892,Cartao de Credito 1892,"$ 2,513.04",USD
PRD001893,Emprestimo Pessoal 1893,"R$ 8,144.83",BRL
PRD001894,Financiamento 1894,"R$ 6,646.31",BRL
PRD001895,Seguro 1895,"R$ 24,787.23",BRL
PRD001896,CDB 1896,"$ 4,732.06",USD
PRD001897,Fundo de Investimento 1897,"R$ 20,040.32",BRL
PRD001898,Cambio 1898,"R$ 19,962.09",BRL
PRD001899,Previdencia 1899,"R$ 14,644.94",BRL
PRD001900,Titulo de Capitalizacao 1900,"$ 5,547.05",USD
PRD001901,Conta Digital 1901,"R$ 24,594.20",BRL
PRD001902,Cartao de Credito 1902,"R$ 11,825.91",BRL
PRD001903,Emprestimo Pessoal 1903,"R$ 10,139.74",BRL
PRD001904,Financiamento 1904,"$ 4,205.73",USD
PRD001905,Seguro 1905,"R$ 14,837.56",BRL
PRD001906,CDB 1906,"R$ 19,051.50",BRL
PRD001907,Fundo de Investimento 1907,"R$ 6,182.30",BRL
PRD001908,Cambio 1908,"$ 5,413.36",USD
PRD001909,Previdencia 1909,"R$ 8,660.75",BRL
PRD001910,Titulo de Capitalizacao 1910,"R$ 11,224.71",BRL
PRD001911,Conta Digital 1911,"R$ 11,151.57",BRL
PRD001912,Cartao de Credito 1912,"$ 5,293.02",USD
PRD001913,Emprestimo Pessoal 1913,"R$ 13,838.80",BRL
PRD001914,Financiamento 1914,"R$ 14,220.36",BRL
PRD001915,Seguro 1915,"R$ 9,463.63",BRL
PRD001916,CDB 1916,"$ 3,334.37",USD
PRD001917,Fundo de Investimento 1917,"R$ 17,551.98",BRL
PRD001918,Cambio 1918,"R$ 22,560.68",BRL
PRD001919,Previdencia 1919,"R$ 14,980.55",BRL
PRD001920,Titulo de Capitalizacao 1920,"$ 1,649.68",USD
PRD001921,Conta Digital 1921,"R$ 19,897.84",BRL
PRD001922,Cartao de Credito 1922,"R$ 16,286.89",BRL
PRD001923,Emprestimo Pessoal 1923,"R$ 8,295.72",BRL
PRD001924,Financiamento 1924,"$ 3,244.87",USD
PRD001925,Seguro 1925,"R$ 11,611.87",BRL
PRD001926,CDB 1926,"R$ 23,197.06",BRL
PRD001927,Fundo de Investimento 1927,"R$ 11,844.65",BRL
PRD001928,Cambio 1928,$ 325.04,USD
PRD001929,Previdencia 1929,"R$ 22,585.92",BRL
PRD001930,Titulo de Capitalizacao 1930,"R$ 24,535.11",BRL
PRD001931,Conta Digital 1931,"R$ 4,996.38",BRL
PRD001932,Cartao de Credito 1932,"$ 5,448.17",USD
PRD001933,Emprestimo Pessoal 1933,"R$ 6,089.68",BRL
PRD001934,Financiamento 1934,"R$ 22,706.58",BRL
PRD001935,Seguro 1935,"R$ 15,776.02",BRL
PRD001936,CDB 1936,"$ 4,807.59",USD
PRD001937,Fundo de Investimento 1937,"R$ 24,010.58",BRL
PRD001938,Cambio 1938,"R$ 17,653.47",BRL
PRD001939,Previdencia 1939,"R$ 3,911.60",BRL
PRD001940,Titulo de Capitalizacao 1940,"$ 2,718.85",USD
PRD001941,Conta Digital 1941,"R$ 24,597.22",BRL
PRD001942,Cartao de Credito 1942,"R$ 15,323.06",BRL
PRD001943,Emprestimo Pessoal 1943,"R$ 23,857.63",BRL
PRD001944,Financiamento 1944,"$ 1,021.55",USD
PRD001945,Seguro 1945,"R$ 7,118.93",BRL
PRD001946,CDB 1946,"R$ 1,881.15",BRL
PRD001947,Fundo de Investimento 1947,"R$ 2,011.52",BRL
PRD001948,Cambio 1948,$ 391.49,USD
PRD001949,Previdencia 1949,"R$ 17,888.09",BRL
PRD001950,Titulo de Capitalizacao 1950,"R$ 17,694.19",BRL
PRD001951,Conta Digital 1951,"R$ 5,762.70",BRL
PRD001952,Cartao de Credito 1952,"$ 1,256.84",USD
PRD001953,Emprestimo Pessoal 1953,"R$ 11,971.75",BRL
PRD001954,Financiamento 1954,"R$ 22,732.48",BRL
PRD001955,Seguro 1955,"R$ 23,323.82",BRL
PRD001956,CDB 1956,"$ 1,128.23",USD
PRD001957,Fundo de Investimento 1957,"R$ 20,577.86",BRL
PRD001958,Cambio 1958,"R$ 13,314.01",BRL
PRD001959,Previdencia 1959,"R$ 11,373.21",BRL
PRD001960,Titulo de Capitalizacao 1960,"$ 5,497.35",USD
PRD001961,Conta Digital 1961,"R$ 23,634.63",BRL
PRD001962,Cartao de Credito 1962,"R$ 18,062.90",BRL
PRD001963,Emprestimo Pessoal 1963,"R$ 18,332.07",BRL
PRD001964,Financiamento 1964,"$ 6,078.07",USD
PRD001965,Seguro 1965,"R$ 16,145.35",BRL
PRD001966,CDB 1966,"R$ 3,504.86",BRL
PRD001967,Fundo de Investimento 1967,"R$ 7,653.57",BRL
PRD001968,Cambio 1968,$ 218.87,USD
PRD001969,Previdencia 1969,"R$ 22,645.23",BRL
PRD001970,Titulo de Capitalizacao 1970,"R$ 4,126.07",BRL
PRD001971,Conta Digital 1971,"R$ 16,310.25",BRL
PRD001972,Cartao de Credito 1972,"$ 4,607.12",USD
PRD001973,Emprestimo Pessoal 1973,"R$ 20,161.22",BRL
PRD001974,Financiamento 1974,"R$ 15,364.01",BRL
PRD001975,Seguro 1975,"R$ 1,968.41",BRL
PRD001976,CDB 1976,"$ 3,817.99",USD
PRD001977,Fundo de Investimento 1977,"R$ 18,983.65",BRL
PRD001978,Cambio 1978,"R$ 10,037.84",BRL
PRD001979,Previdencia 1979,"R$ 5,891.60",BRL
PRD001980,Titulo de Capitalizacao 1980,"$ 3,572.10",USD
PRD001981,Conta Digital 1981,"R$ 2,769.99",BRL
PRD001982,Cartao de Credito 1982,"R$ 10,429.86",BRL
PRD001983,Emprestimo Pessoal 1983,"R$ 13,494.32",BRL
PRD001984,Financiamento 1984,"$ 5,021.42",USD
PRD001985,Seguro 1985,"R$ 7,932.72",BRL
PRD001986,CDB 1986,"R$ 13,844.55",BRL
PRD001987,Fundo de Investimento 1987,"R$ 21,353.21",BRL
PRD001988,Cambio 1988,"$ 6,019.81",USD
PRD001989,Previdencia 1989,"R$ 9,340.25",BRL
PRD001990,Titulo de Capitalizacao 1990,"R$ 23,025.27",BRL
PRD001991,Conta Digital 1991,"R$ 24,750.67",BRL
PRD001992,Cartao de Credito 1992,"$ 1,487.14",USD
PRD001993,Emprestimo Pessoal 1993,"R$ 6,204.95",BRL
PRD001994,Financiamento 1994,"R$ 13,495.57",BRL
PRD001995,Seguro 1995,"R$ 18,664.63",BRL
PRD001996,CDB 1996,"$ 1,617.36",USD
PRD001997,Fundo de Investimento 1997,"R$ 4,807.27",BRL
PRD001998,Cambio 1998,"R$ 2,271.48",BRL
PRD001999,Previdencia 1999,"R$ 11,644.53",BRL
PRD002000,Titulo de Capitalizacao 2000,"$ 5,836.86",USD
